,review,Country,vadar compound,sentiment
2603,i loved this computer until i tried to use the usb port  it does not have one                        ,US,0.5994,positive
2604,i m a software developer and i ve only used pc for my entire career  i ve been using the windows subsystem for linux and other unix based shells for work for a long time and i ve always had the desire to try development on a mac i assumed that it would be like any other windows machine that s had the os replaced with linux  one of my favorite computers was a lenovo with ubuntu on it so that s what i expected i bought a surface pro x which has an arm based processor  ms sq  chip  so i thought that i knew what to expect  i assumed that it would be frustrating that the majority of the software i used probably wouldn t work correctly but i have to say that apple did so much better than microsoft on this one  the m  chip makes this        laptop feel like a       laptop  i ve only run into one application that couldn t run and the general online community recommended an alternative for me the most difficult thing for me was getting used to the different keyboard layout but once i did  this laptop has been nothing short of a pleasure to work with and has replaced my surface laptop   as my daily driver and primary software development machine i might revert to my surface laptop three if i go back to  net development in the future but for the general web stuff i typically do  i couldn t ask for a better machine the battery life is excellent  this laptop feels premium  i have no doubt that this will last me well into the future and it has completely changed my mind about apple the biggest downside in my opinion is that i spent a fortune on accessories and peripherals because apple products tends to exist in their own separate ecosystem which can be a bit frustrating one thing that everyone should be aware of is that you can t connect this laptop to two separate external displays  i had to get used to one external display and then using a virtual desktop  that is unfortunate because i really liked having three monitors at all times but i haven t found a way to make it work with this machine generally speaking  i would recommend this to anybody who s considering it  unless you are a pc gamer  there s very little that this computer won t excel at  i d argue that it might be the best quality laptop in this price range by a factor of two  and i have historically been very critical of apple ,US,0.9584,positive
2605,i was so excited to buy my first macbook   opened the first one and nothing zip  zero  dead  charged it  called apple  who told me to return it   it took over an hour to get amazon to accept the return and ship me a replacement   next morning get macbook number    super excited because i open it and it comes on and sings a song  loved it for the   hours it worked   it updated and locked me out   did everything they told me to do online  call apple that admits they are having this issue and i can return it for another one  since it s not    days old   no thanks   i am done   since apple told me to return it this time amazon was amazing and is picking it up for return tomorrow   this was a crappy experience   i love my ipad pro and iphones  no more macbook for me ,US,0.9854,positive
2606,if i could go back i probably would though past the time now i d say i m computer savvy  spent years of time on windows programs  photoshop etc  now that my current dell inspiron is reaching the end of its life  i followed all the great reviews and purchased this macbook air m  everything is hard  i actually loved my dell in many ways  though hopefully its life  around     years  is about half what this mac will be things i m missing the most so far  a touch screen  the ability to fully open ie fold back and flatten the rotation the screen  even the fact of needing to use   fingers to take screen shots instead of an allocated button  the delete button is actually a back space not delete button  notifications keep coming in upper right corner  blocking what i might want to access there  one needs to go through each app to change the setting btw  there s no default to say do not show notifications  it would at least be good to have the option to change the location of where they show up  i much prefer chrome to safari  though found on reading that chrome eats up a lot more power  i downloaded flotata this morning which is supposed to help though i haven t tried yet  incredibly frustrating especially when time is very limited  trying to figure things out   have spent hours on calls with apple support which thankfully is very accessible  but my computer seems glitchy  sometimes the screen sharing doesn t work  i haven t purchased a mouse as yet for it and also finding  right clicking  with   finger tapping to be frustrating and not working as i d expect it to overall unfortunately not a happy camper  maybe for mac users it may be a good machine for whatever reason i was also very torn whether to get the   or   gb  i went with the    i don t think that would make a difference at this early stage of being new i also tried to have my teen daughter  who s used to macs  give me tips though she was t terribly helpful so i watched a couple of youtube vids which gave some guidance  things are not intuitive i don t like posting negative reviews  though sharing this in case others in similar situations ie needing to carry on with trying to get things done  while their windows laptop is reaching the end of its life and needing to choose a new machine  may find this helpful also as an fyi  i had to pay an additional nearly      to have my   external hard drives transferred onto a new mac compatible one  so i can access all my previous work wishing everyone better luck ,US,0.8367,positive
2607,i m a windows guy   i bought this because i am creating a few apps   the apps aren t ready  so i really haven t used it yet  beyond exploring for a few hours   it s neither fast  nor large  by today s standards  but it is solid  light  and robust with apple s latest release   it ll last for years no way to connect apple s top products   mac air and iphone   i guess i need more cables   please  sir  take more of my money ,US,0.8185,positive
2608,i purchased the macbook air to replace a  th gen surface pro that was down to about    minutes of battery life   i purchased an intel mac mini about six months ago and was intrigued by recent news articles regarding the m  chip   i m thrilled with the added battery life on the new device and amazed by the speed difference between my intel based mini vs  the m    out of the box  adding a full charge  the new mac estimates     hours of battery life   i ve been using the computer for three hours  four open apps  and have bumped the battery gauge to       think i ve eliminated battery anxiety   app launches are two to three times faster on the air vs  my mini   the new laptop is zippy   i m thrilled with my new laptop and look forward to many years together ,US,0.8074,positive
2609,the unit is smaller than the original air  also it has no usb ports  the description on the page is misleading and they never show the right hand side of the unit in the pictures  otherwise  i would have never bought it  amazon return policy is horrible they take   weeks to refund your money  took it out looked at it said nope  didn t even registered it   waste of time and money ,US,-0.7366,negative
2610,i needed a new computer desperately   screen broke and volume malfunctioned on my beloved old asus transformer   so after much research about macs online  i ordered a new macbook air  most of the online reviews and info praised it except for the camera  and in this current pandemic zoom world  that was a must   however  i couldn t imagine a new apple  computer having a worse camera than my old iphone   which i am still happily using  so i took a chance  the laptop is awesome on so many levels  new m  chip  super fast everything  and fantastic color display the sound and yes  the camera  are phenomenal  i can only assume the bad camera reviews were made by video bloggers that need extreme hd resolution  i just do average work on my computer  so no problem there  i am thoroughly enjoying surfing online  streaming videos  and zooming with great clarity  i needed to clarify this camera issue for those holding back from purchasing such a great computer just due to those negative camera opinions  as i was  if i had read my review or one similar to it  it would have eased my mind  so  unless you re a vlogger   fear not it s a fantastic computer in every sense of the word   not to mention the      price for a new mac   get it    you won t regret it  the rose gold is especially pretty ,US,0.9813,positive
2611,update i saw some reviews that said their  rd party usb hub broke their mac  i ve been using a usb c to usb a for a few weeks now with no problems  made by uni   it s worked for everything i threw at it  logitech g    keyboard  razor mouse  yamaha digital piano  rme audio interface  roland a    midi keyboard  they all worked  i also have a cheapo amazon basics single usb adaptor cord about    long  and it too works with everything on the macbook after decades of looking through bill gates  windows  i bought my first mac but only because of the new m  chip  where everything is on this one chip  which makes it faster  applications optimized for the m  now rival high end pcs  and for the first time too   i never was interested in macs because they were overpriced and underpowered  but it looks like that worm has turned  just don t buy an earlier version of macs  especially with intel chips keep in mind when if you buy this  there are no upgrades later on  zero  nada  nothing to change out  you can t add ram nor storage once it s built   there is a workaround on storage  by adding an external ssd drive  but as i understand it there are some problems viewing what is on your external drive  but that may change over time  also  ssd storage  while blazingly fast and so worth it  need about      headroom   that is for example  if you have    gb storage  you can only use    gb as you need a     reserve to account for ssds getting used up  it s the nature of the beast  and of course the preinstalled software also takes up storage space from day one  for my pc i bought a    gb ssd and found that it was maxing out pretty fast  so i replaced with a  tb ssd and have already filled up half of it  but i don t expect to fill it up completely anytime soon  it should be good for maybe a decade or so so bottom line  get at least the    gb storage or you ll be sorry  it does kind of suck that apple charges so much for each step increase in storage  but paying the extra      in this case is worth it  imho  the jury is still out on if you need   bg of ram vs the  gb models currently in stock   apple treats it like a custom order at this time  with a waiting period    if it was a pc  then getting   gb ram is a no brainer  but in the case of the m  chip  it shares memory within the chip  making the most use of it  i have   gb in my pc because ram sticks are relatively cheap remember  once you buy a macbook  it will stay as is  upgrades are impossible  which has always been the case for notebooks anyway  ,US,0.8833,positive
2612,i put this along side my            macbook pro         which was spec d up to the max  and the m  air wiped the floor with it  twice as fast encoding the same video  making my top of the line intel macbook pro instantly obsolete  you can not go wrong with this purchase  this is the biggest evolutionary leap in desktop computing since the early    s  i m just upset i bought this as a gift for someone else ,US,0.3515,positive
2613,i love its bootup sound and appearance but  it wont run any of my old software   so what good is that   just because it purrs like a kitten it ain t worth a thing to me   so that is why i am returning mine   unless you never owned a computer buy it   too reinvest in all the needed software whould be out of my price range ,US,0.9094,positive
2614,the computer is everything i thought it would be  gave the camera a   star because quality could be better but i don t use facetime as much so it s not a big deal to me  overall so worth the money  great investment for my book writing and finances definitely a major upgrade from my hp now i wasn t sure who to contact about delivery or where to write it but i don t appreciate having told them i want someone to sign for it being it is a high value priced item and it was just thrown on my porch and i wasn t notified at all then when i go look it says it was directly handed to me  don t like liars so amazon you need to get it together because if this would have gotten stolen i would have raised hell for my money back  thanks ,US,0.9495,positive
2615,unfortunately i bought this laptop new  brand new in box  then after editing large files for photography  i noticed i had no storage very quickly  starting cleaning the laptop up and realized it was used   found a couple who had a few video files of their trip to mexico  several other files i had never seen before and had my tech guy at work clean it up and he could tell right away it was used  really disappointing i paid for the new versus the used and still got a used laptop   it works great but still fraudulent  just be careful ordering these off of amazon ,US,-0.3604,negative
2616,this is honestly an excellent machine not even interested in discussing  cons  because there aren t any if you  weigh up the price point fairly for what is arguably the best ultra portable laptop on the market right now  july      and i don t mean the fastest the  only two  thunderbolt slots can be dongled out to the max  if you want a second or third monitor setup  get any  display link  certified hub like the dell     bcyt d     universal dock  pricey  or the wavlink usb     universal laptop docking station usb c to  k  dual  k    hz video  cheaper  the   cores of gpu on this model won t be noticed vs   cores  the machine is a beast  i m using lumafusion to process video  not even designed for macos but ports across from ipados  and it s  x as fast as the ipad pro that i own       best laptop i ve ever owned and i ve owned two earlier macbook pro s  a mac mini  several windows laptops  and the dell s    q    inch  k uhd monitor i purchased here is parked on top of the last windows machine i purchased the  k dell monitor is easily crisp enough for macos and i purchased the keyboard used and magic mouse     new  on amazon it s been a while since i ve been on macos and would describe it as wonderful to use and look at  after coming from windows     sidecar is also amazing  using the ipad pro to the right for that if you re shopping for a laptop or a mac laptop  this is a good option you ll love it  nuff said ,US,0.9918,positive
2617,prosworksno fan   super quietscreen resolution decent and looks good from most anglessuper fast response time during usewakes up from sleep instantlylooks nice  for a laptop not super heavyif you check your email  listen to spotify  shop online  amazon   web browse  watch youtube videos  zoom calls  work with apple photos  look at pdf s  use google docs spreadsheets   this is a great laptopconssome software is not compatible or has problems with the m  apple cpu   not that i ve experienced but this might impact you no built in cam cover for        laptop   and according to apple if you use your own you can damage your screen   https   support apple com en us ht      when you open the laptop unless you re super careful you smudge the laptop camera that general area   that or you open it from the sidesno led light indicator for if the laptop is on  sleep mode  charging  fully chargedcharging seems kinda slowthey removed the keyboard brightness physical buttons   but you can pin this in the top right menu bar or and it s in the control centerside note oson the login screen of big sur  you can see the battery icon but not the exact percentage you have left   have to log in for thatstill have to manually turn on  show thousand separators  on the calculator app,US,0.9568,positive
2618,i purchased the macbook air assuming the computer was new because the item said  new    after a week of owning the computer and charging once  i decided to look at the battery cycle count and it read        meaning it had been charged    times at full cycle   i contacted apple and they said testing involves     cycles   i suspect it was already used heavily for a month   so i returned it   very hesitant to purchase a laptop again from amazon ,US,-0.5563,negative
2619,buying into the apple ecosystem should only be done to make products for the ecosystem which will make the user money  but  do not make them a critical part of your workflow   they are too expensive for that   apple just does not make good computers   yes  they make a ok operating system  but they make computers that cannot be repaired by taking out the ssd or ram sticks and putting new ones in you can t just go and buy the parts to fix your mac computers when they break   the macbook air is no exception to this   the ssd is solider to the motherboard   likewise the ram   now  if that were the only problem  well    one would be able to get someone skilled to replace these broken pieces after apple stop warranty coverage    maybe   but  they don t even allow the suppliers of these chips to supply them to the public   so  once the warranty is  up    you will not be able to get spare parts for the computer   needless to say  this is a major flaw in apple products    of which it is no exception for this macbook air    oh  and if they start allowing suppliers to supply  but  lock down with crypto keys to a particular machine we just have even more e waste  also  this computer flickers with a  k output   the macbook air has screen flicker with an external monitor using the hootoo dock that i ve used with an intel macbook pro which is a few years old   this is unacceptable   apple s response to the sometimes frying the computer for using usb c docks that work with other computers is an example of the poorly built computer they are pushing though poorly engineered in terms of video  ssd  and ram   it is a wonderful typing experience when using the laptop keyboard   if you are willing to let that guide you  then  the computer may be worth it if you are willing to set aside another grand when ssd fails or you plug in the wrong dock to drive an external monitor even though someone else just had their intel mac plugged in and worked just fine    supposedly apple fix this with an os update    good for them  even though i dislike the mac  it is better than most laptops    because it is quiet since it has no fan   would i buy one again  perhaps    it is a question of whether i think the market exists for me to make money off of it the good things keyboard  touchpad  built in screen  build in speakers  drives external audio better than microsoft windows  and the operating system is less cluttered than is windows   also  comes with a spreadsheet  word processor  presentation program    now  it is better just to use something really libre    like libreoffice   but  it is kind of nice the table steaks are included    unlike for microsoft windows ,US,0.0527,positive
2620,im sure its amazing for die hard mac users  however  the one port is a non starter for me  i opened it started it up and one i realized i had to buy accessories to add anything additional  i cleaned it and packed back up to return  one port is horribly inconvenient for my needs  and having to carry around an accessory to add even one more is a waste of my energy  i can and will purchase something more adaptable and suited to my needs,US,-0.7165,negative
2621,it s not a bad little laptop   i am not a techie person so don t expect fancy tech terms or a deep understanding of all things apple in this review   i m your standard user looking for a dedicated  decent machine for work without breaking the bank the m  chip is supposed to be crazy fast compared to the previous version and yes  so far it is pretty good   i use a graphic webpage called canva and i am constantly getting a message telling me that it s using excessive power   slowing my macs performance down   this even happens with candy crush    i haven t noticed any decrease in performance though i also have the      macbook air and it s facetime video is far superior to this      version which is very low quality and grainy   i think my      hp has a better quality video   so if you re looking for clear  crisp video for zoom meetings you won t find it here   i mean really  i expected a lot more from an apple product the power cord is not magnetic like the       which to me was a much better design    someone  is forever tripping over my cord and yanking it out which was fine with the      version but this one will end up damaged if i can t find a way to get it out of the way   small spaces are challenging   i had to buy a compatible hub so that i could continue using my usb wireless mouse   flash drives since this macbook air only has    thunderbolt usb  ports   one of them is for the power cord   it s not backwards compatible with all of my standard usb devices and no place at all for an sd card i do love the convenience fingerprint login keychain feature   i love that it s very quiet  so far  and other than facetime the colors and screen resolution are excellent and vibrant as advertised ,US,0.9845,positive
2622,i left the apple product line years ago due to their practice of  forced obsolesce  with early iphone models  having worked in it for most of my career i like being able to have full control of my device  apple mostly locks up their devices but  i decided to give the macbook air      a chance because     my ms surface didn t last long enough for the money and it  too  is hardware locked and    i was impressed with the m  specification after playing with this machine i have to say the m  is awesome  the screen response is shockingly quick in comparison to other pcs and apple devices i highly recommend only buying an apple device with a m  processor ,US,0.9508,positive
2623,don t appreciate how i received a used macbook with fingerprints on the screen  they tried to put the film back on the screen as it was originally  but it wasn t stuck to the screen as it should have been  i returned it because i refuse to spend that much money on something someone else had their hands one  it s unacceptable especially due to covid  i went and bought one locally and it was brand new no fingerprints and the film was stuck to the screen as it should be because thats how apple packages it ,US,-0.9144,negative
2624,this machine is not powerful enough to run design software and google chrome at the same time  just fyi  it s laggy  sputters  and a total piece of junk for the most part if you re trying to run any of adobe suite or sketchup or heavy ish program  it has trouble runing keynote  spotify  and chrome at the same time  this is great for surfing the web and using a few of the internal apple products but a complete waste of money if you re looking for a work computer and do any kind of creative design or work  apple s products are garbage and we re all stuck in their hellish ecosphere ,US,-0.8464,negative
2625,i have used microsoft windows based computers      since        now for the  st time i decided to try apple out instead to see how windows compares to a macbook   only been a few days and i already see things unfamiliar i am learning  so far   i have to say the speed of the new m  processor compared to any of the windows    computers is very impressive and just the speed and  faster response  the macbook seems to have combined with the programs i have downloaded and a few i purchased i would have to say i prefer the macbook   i added a   port usb hub and a trackball i use instead of the built in pad but other then that i have not changed a thing   it definitely does everything i need it to do both business related an for pleasure   i also enjoy the small portable size and will be taking it on it s first trip in just a few days   if anyone is a current windows user and is considering the switch to try out a macbook i would say go for it and do not look back    if you purchase one and later decide you would prefer not to stick with it a macbook seems to hold their value much better then the majority of windows based computers out there ,US,0.9724,positive
2626,why is there only two reviews and hardly anyone purchasing this item   must not be a good product compared to other similar ones listed here  or the price is too high  one of the two ,US,-0.3412,negative
2627,i own a business photography business  and first and foremost being able to travel lightly but efficiently was key   the mba is an amazing little tool for the form factor that it is   it is a quick little machine with zero noise   can you believe that   stick with me and i will try and keep it simple enough   processing power is  decent    it does not wow me  especially with graphics intensive workflows like lightroom  photoshop and panoramic building   everything else it works just as intended and no real hiccups   being that my business is in the creative realm i import a ton of data via usb and the macbook air s inputs   i must say i am completely up in arms with the inputs in this decive and would imagine the inputs in the macbook pro would operate in the same fashion for instance it took almost   hour to input a   gb sd card   for real   this is appalling and do believe there is something inhibiting the performance of this transfer as the cards write at   mb s  pros small form factorsilentdecent processing powerlight cons onboard graphics very low spec  io portsextremely slow io ports for being  usb     if the usb inputs were better id give this a   star   when importing data it is just abysmal ,US,0.7816,positive
2628,my new   in macbook air has a lot of fingerprints on the inside of the glass screen  it s on the top left corner down the left side and starts along the bottom  i don t like it  ,US,0.5106,positive
2629,the camera is not really current  especially for a laptop in this price range  it s not much  if any  better than the toshiba laptop i got at walmart for      back in like       it is actually fine for me because i don t rely on it for work or anything  but if you rely on it for virtual meetings  facetime  zoom  etc  you will be disappointed in the camera quality  i have very little need for the camera so it doesn t bother me personally  but the camera is absolutely embarrassing for what has been named the laptop of the year by many  and i would agree  it s a great computer  great battery life  super fast charging  very light  not quiet silent  quiet implies there is a minimal amount of noise  there is no fan in this and it s is literally silent  no noise at all  at any level that i can discern  really fast  best laptop i ve ever had for sure ,US,0.9684,positive
2630,i love this little computer  when i was looking for a laptop to buy  i almost went with a used  older macbook air  i decided to just spend the extra money and get a brand new computer and the newest model and i m so happy i did because apple s m  chip is impressive  after two months of owning this laptop  i think my favorite thing is the battery life  for lighter tasks  web browsing  listening to music  steaming netflix etc   the battery could last the entire day  and i love how i can take this thing anywhere with me without having to lug a charger around as well  for heavier tasks  it of course doesn t last all day but you get a lot of hours out of the battery  it rarely gets hot  and doesn t even have a fan  so you know how efficient that chip is running  i also love the fanless design because i can have it with me in my bed or anywhere and not worry about blocking vents or getting dog hair in those fans  i don t use it for anything crazy  mainly just work and personal stuff  along with frequent streaming and occasionally i ll fire up the sims    and it runs beautifully by the way   but i m never not impressed by how quick it is  opens applications almost instantly and wakes instantly  also  i am new to mac with this purchase but have owned iphones for a decade and i love the seamless integration jumping between applications on your laptop and phone  so far i m loving big sur and basically this is just a laptop that would be great for almost anyone ,US,0.9947,positive
2631,i ve had and used iphones from the beginning and had ipads since the ipad   but this is my very first mac and i thought it might be a lot to learn this os but things were familiar cuz i ve used and owned ipads and iphones   i m still having to learn a few things and had to google questions on how to do somethings but it s been a good experience   i really didn t expect that   i love the os big sur and now can t wait to the next os   i only got    gb cuz i didn t know if i would like this plus i knew i had to learn the os   now  i m waiting for the m  mac book pro  i plan to invest a lot more money into that one now i know that i like the apple os   looking at getting  tb   gigs of ram   i like that it runs the apps from ios or ipados   i wish the screen was better though   i m talking at least mini led but would prefer oled for what i use it for   battery life is amazing  camera quality sucks   come on apple  give us the      m  ipad pro camera and stop being so cheap i m happy with my purchase   i will probably give this to my mom when the m  macbook pro comes out ,US,0.9877,positive
2632,computer is lightweight and fast but    right out of the box i had a service battery notice  charged it up and it was still there  made an appointment with the nearest apple store     miles away   they confirmed my mac was made this month so it was brand new but they can t replace it since it was bought from amazon and not apple  they sent it out for a new battery under warranty which was to take     days and they have had it a week now and haven t completed the repair yet  all around not a good experience for my first mac and spending a thousand bucks on a laptop  i ll be going back to pc after this ,US,-0.5038,negative
2633,i had previously purchased a  renewed  macbook air and it wasn t exactly what i would call renewed  i returned it and found a new macbook air for under       only a few hundred more than someone else s old one and i couldn t be happier  i ve had iphones since  gs and they have always been user friendly and the macbook air is just like my iphone but better i have always had windows and the last one installed the manufacturer update and afterwards i could not log into the computer  that s the end of windows and the beginning of my mac attack i highly recommend this item especially if you are able to purchase it for under      ,US,0.8146,positive
2634,i purchased a macbook air  late       from amazon on september   th   after a week of use  the screen has lines on it   before the    day return window was up  i brought it to the apple store  twice    the apple store  would not replace the unit and the staff would not send the unit out to be fixed at no cost  the store claimed  damage  was done to the laptop   an unacceptable response where the laptop was used over a week with normal use  on a desk  this is a defect  not  damage    additionally  employee at the apple store  said that he could only  swap it out  if we purchased it from apple directly   this is unacceptable  i purchased this unit from amazon which is an authorized apple retailer   the same policies need to be applied  or why bother having authorized retailers the screens on the m  macbook airs are fragile and are of poor quality   apple won t stand behind its product and fix it  amazon will take back the laptop and i m getting a full refund   apple needs to address the screen issue on their laptops  improve their warranty and retrain staff   the m  macbook air has poor components  poor warranty and the apple staff are not handling these issues well   apple is blaming customers for apple s poor build quality ,US,-0.969,negative
2635,i replaced on older      macbook pro with this new model from apple  it has the new m  chip and it is fast  for the type of things i do in a home office this is lightning fast  i don t do a lot of editing of videos or play video games on it so my work load is pretty mundane compared to others  i like it though because it is lightweight when i take it to my den or on a trip in my computer bag  the battery lasts a long time and the keyboard is very responsive  love the screen clarity  i have not found any of my regular apps having any difficulty running on the new chip  i did set up a new camera connection app to see how it would do and had no issues either  it is running in the background and when they update to work specifically with the new chip it should work even better  i don t have any negatives with this computer  i have been an apple fan for several years now and so use to it that i have great difficulty when trying to use a window s based computer ,US,0.9656,positive
2636,the touch screen reen is very lacking i ve never been able to get my finger print to accept or any other action by touching the screen  the scroll pad is non responsive to a right click to download a picture  i ve gotten all and latest updates but no improved action  the screen resolution is great and speakers give good stereo imaging  and its reasonably fast  i may try a mouse to see if this is better than the scroll pad  but apple needs to fix these problems   i should have buy extras to get it work properly  i m having to edit this review this new macbook air works by drag and drop not right click to download  update  i contacted apple support and they were very helpful helping with log in issues on the app store   they are the best i so glad to have apple on my team they are great after an hour we finally fixed the problem they never gave up ,US,0.9897,positive
2637,first off  this computer is extremely lightweight  well built  and beautiful  yes this is the new macbook air m   and it arrived with   days after shipping  bad weather slowed it down so it arrived late  battery  i ve been on my computer for    hours today and battery is at      i ve had it for   days  and have only charged it once   and that was when it arrived while i set up   the computer is very quiet it and does not get hot  i ve had several tabs open and applications at once and it didn t even slow down or run hot camera  facetime calls are beautiful on here  facebook messenger  you look a little yellow  but other people look perfect probably lighting issue sound  is amazing  the best i have had on any computer  crystal clear sound  this computer gets really loudspeed  this computer is extremely fast   internet sites load with a second  as soon as you sign in it s an instant log on to your screen with no waiting for application to load this by far the best computer i ve had  if you are looking at your first macbook laptop this is great this is my first also   if you are looking to upgrade a really old macbook model you will love this  worth the money ,US,0.9929,positive
2638,i ve had at least half a dozen mac laptops and as a non pro the air is just what i needed  i replaced a macbook pro with the touch bar  the only mac i ve had which failed on me  and when i saw the price of new macbook pros i about fainted  i don t do graphics or video  i don t play games  i figured i d just try the basic macbook air and see if it was fast enough  bingo  it s great  new m  processor is plenty for web surfing  daily use of the full ms office suite with multiple windows open at the same time  video streaming etc  battery life is terrific  i can work all day on a single charge  sure there are people who need a  pro  device but for the vast majority of us  even heavy daily usage  this is a spectacular computer ,US,0.5859,positive
2639,i am a windows man way back    yrs   since i used windows software for work i saw no reason to switch to apple   although i did have an apple  iic for fun way back in the early pc daysmy surface pro entry model has been around for many yrs and the battery has run down and mostly i use it plugged in  i decided to try a mac to learn something new  after research i decided to get the mac air m  w  gb ram and the    gb ssd   this is what i learned   not going into why i decided what i did as anyone can do the same research   setup and initial use was not as easy as advertised  couldnt get past the country selection and found after search many had same problem  almost returned it but i finally found i could move selection by tab key and selection based on space press and  not return key   track pad was useless     it had a little to do with track pad setup that can only be performed later as well as track pad difference from ms product   windows and track pad usage not same as windows and i couldn t resize screen windows or even drag them on the screen  plenty of tutorials on you tube   but none really helped decipher selection until i figured it out watching an excel tutorial on how to select and drag cells   you have to  hard  press this hard press finally solved the moving and resizing windows issues   again none of this info was included with product    very confusing from reviews n qnas whether or not this mac had   or   core gpu   according to internal report its   core   what have i learned    very lightweight machine  lots of internal tweaking can be done to personalize machine  very fast on the task used   browsing and some excel files now needing to run under mac for which i purchased new software  beautiful screen  great battery life  particularly liked my iphone messages show up on the mac and i can send and receive on same   apple makes computer look sim to phone   recommendation   for       to       a student or any one like me  whos not going to program or have a gazillion windows open or need a large screen  can get this machine   a comparable windows machine would cost same but a windows machine can also be purchased for a lot less and still be capable of student tasks however  the battery life and weight and integration w iphone tip the scales to this machine if you want to purchase a comparable ms product,US,0.9754,positive
2640,i had given this a few months since release for some of the software compatibility issues to be straightened out  and was encouraged by reviews  however  there are significant unresolved issues from the hardware side of things     there is a known problem with disk usage related to ram disk swap  from what i understand  and media heavy usage  why i bought this laptop  deteriorates the ssd quickly     the facetime camera is absolutely terrible  there is no other way to put this  it may be the worst camera i have seen on any device since my iphone  g  the picture is incredibly blurry  and not suitable for the covid virtual environment  there have been issued raised about this in apple support forums with no resolution unfortunately my return window has passed  but i would not recommend this machine to anyone  really thought apple had turned a corner with their new processor  but ended up being stuck with a bunch of other systems that weren t upgraded      ,US,-0.8752,negative
2641,i have had my new macair not quite two weeks and it is even better than i expected   this one is with the new m  chip and is an upgrade from my previous mac    which i loved   faster  better  more battery   what s not to like   and frankly the price for the machine is a bargain   i do not use my mac for gaming  heavy downloads  large graphics so can t comment but is why the air is a perfect choice over the pro   transferring files etc from my previous mac was a snap and now i have my  old  mac on the m  so everything works better   i was a bit surprised everything is the same size and weight    but that s likely because i didn t look at those specs before purchase   one sweet thing about the mac is it comes about     charged so just open and start   if you are considering a mac or have one and are thinking about upgrade just do it   and amazon made it easy    arrived in two days ,US,0.9754,positive
2642,likes   great performance despite seemingly underpowered on paper   battery life is outstandingdislikes   there were repeated safari crashes for first few weeks  since cleared up   magsafe plug is gone  though it s nice to have standard usb c power   expensive storage upgrades  a lot of software is still unoptimized for new m  hardware  but performance is generally acceptable even so  capslock delay continues to annoy the hell out of meother   keyboard is fine  upgrading from a      macbook pro keyboard  which was solid   good for lightweight software development,US,-0.0432,negative
2643,the media could not be loaded                          i only had this macbook for two days and the screen started to peel off  there s no screen protector or any other film covering the screen  i noticed there was a bubble on the top right corner and it started to peel off  revealing a white screen ,US,-0.1027,negative
2644,i just got my new laptop less than a month ago    i picked it up by the screen  and im a pretty tiny person   and it like broke on the inside or something  the screen just shot out   i wanted to just replace it for a new one but i would have had to go to the bank to put money in  because i guess you need the amount it would cost to do that  i was told that we would just do the refund  and i could rebuy it   my refund seems to be taking a while  and it looks like the prices just went up on top of it  so im not very happy right now  i want to get the replacement  def going to get the apple care plan  which also looks like it went up in price   from like   days ago,US,0.9236,positive
2645,i looked at a lot of different laptops and went to my local best buy for in person testing before deciding on this one   i work from home and have been using a older model hp that was passed down to me that had a hour and a half battery life  a plastic shell  and froze endlessly this laptop is real clean looking  feels solid  has insane battery life  and the screen is absolutely insane   watching videos on it is unreal and have had no issues running multiple programs desktops and some gaming on it   i purchased the base model and run it with an external hard drive to keep the space clear on it i love how all the apple products interact seamlessly with each other and the sidecar feature that links it to the ipad to work as a second screen on the go in the future would be nice to see the bezels slimmed down  the keyboard have a little more weight to it  macbook air speakers amped up a bit  and a higher quality camera and all those things are near perfect   ill be holding on to this for the next   years plus,US,0.9001,positive
2646,works as expected  shipping was quick  the rose gold color is a very pretty shade  i have had macs in the past  but not an air  i love how thin it is  not many ports and only two usb c ones  so note that  i mainly needed just my iphone    pro to be able to plug into it  so it works for me my last mac was a      macbook pro  it still works great  but i needed some updated stuff  just the fact that it lasted me     years shows its value  it is worth it  once you go mac  you never go back    ,US,0.8314,positive
2647,this piece of junk is unable to connect wirelessly to  my printer   my    year old mac has no problems printing on my epson printer   i have tried everything suggested and it still claims my printer is offline it won t even find the printer when it is connected to it with a usb cable   i think apple has really screwed this product up ,US,-0.6361,negative
2648,i had tremendously high hopes for this cpu especially after reading the reviews of its  speed   factually this is the slowest cpu i have ever used  the loading of web pages is truly pathetic  especially for      and especially for the processor  the usual crap about speeding up the loading time is the usual garbage   clear the cache  is there enough room on the hd     bla bla bla     the damn thing is absurdly slow  the build quality is exceptional  the case is    etc   and using the box offline is fine in terms of speed  but loading web pages  getting hung up on web pages  etc  is just plain bs  if anyone has any real advise on how to speed this thing up i would appreciate it but i am seriously thinking about returning it    my      lenova is actually faster  my int is a fiber optics with plenty of juice   ,US,0.3483,positive
